id,account_id,branded_content_sponsor_account_id,message,title,platform,platform_id,post_url,subscriber_count,type,updated,video_length_ms,image_text,legacy_id,caption,link,date,description,score,live_video_status,last_modified_time,message_sha256_hash,language_code,post_id
12927095|587864082708107,12927095,,,,Facebook,100044535605221_587864082708107,https://www.facebook.com/100044535605221/posts/587864082708107,,photo,2022-07-10 15:54:26-04,,,,,https://www.facebook.com/photo.php?fbid=743284423543165&set=p.743284423543165&type=3,2022-07-10 00:00:00-04,"Я заборгувала вам, Друзі, де які звіти, але не тому, що бракувало часу, а саме тому, що дуже хотіла показати результат нашої спільної роботи. 

Думаю не варто зараз пояснювати, чому наші захисники вимушені проходити лікування в цивільних лікарнях області, це всім зрозуміло. Наша область стала не виключенням в плані лікування та реабілітації бійців не тільки в профільних шпиталях. Нажаль в пришвидшеному режимі приходиться переобладнувати та переналаштовувати всю систему, так як відділення були не готові до ""перетворення"" в шпиталі зовсім.

Я вдячна Олександр Біленький , що тоді мене включили в комісію від Обласної ради, яка займалася цим питанням. Я отримала можливість спілкування з бійцями, головним лікарем, персоналом та лікарями. Тепер я бачу та розумію проблеми не тільки бійців, а і самого закладу. І дякуючи всебічній підтримці з боку Медичного Департаменту, з боку Військової Адміністрації та Dmytro Lunin ці проблеми вирішуються. 
Дякую, що таки знайшли можливість виділити окремий корпус для наших хлопців. Тамнормальні умови, ремонт, але на мій погляд було реально дипресивно для реабілітації та лікування наших захисників. 

Розумію, що будь який офіційний процес втручання влади потребує часу, а в нас його немає. Нам потрібно це відділення вже таким, щоб хлопці відчували комфорт та спокій. І не тільки хлопці, а і персонал, який доречі там дуже класний. 

Я навмисно зробила фото до та після. Різницю бачите самі, а ми з Олег Денисенко ще й чуємо відгуки та відчуваємо як хлопці кожен раз нас зустрічають❤️

І все це завдяки вам, Друзі! 

В кімнати релаксації та реабілітації купила крісло-трансформер, яке необхідно для роботи психолога. Також мішки-пуфи , бо хлопцям ніяк було навіть присісти подивитися телевізор, який передав в відділення товарищ Олександр Степанюк , за що хлопцям дякую до неба! 
В хол, де бійці проводять більшість часу придбали 2 дивана та шафу. Дякую нашому #ЕПІЦЕНТР та Татьяна Головченко за шикарні знижки. 
Хлопці потребували пралку, її теж придбали там.

А ще купили тенісний стіл, настольний футбол та більярд! Купили шведську стінку під дошку Євмінова. 
Нарди, шахи, шашки передали Друзі, за що їм дуже вдячна. Оксана Стефанишин , дякую!

В тій лікарні є бібліотека, але асортимент книг м'яко кажучи совок совком. Радує той факт, що пацієнти відмовляються читати російськомовну літературу, тому я звернулася до Ірина Білоцерковська та  Видавництво Білка за допомогою. Сучасні оповідання цікаві для бійців здебільшого авторства таких само бійців, які воюють на сході з 2014 року. Мені хотілося і їх підтримати. Тому я не наважилася просити за дурно і оплатила 15000 грн. Хоча книг отримала значно більше ніж на цю суму. Дякую вам, рідні, що підтримали! За дитячі книги напишу окремий допис.)

Також дякую до неба Влад Сорд та його видавництву! Хлопці щасливі та вдячні! Листівки та щоденники розлетілися одразу!) А шеврони я залишила собі! ))

Ми весь час як приїздим до хлопців, привозимо їм смачненьке, бо чесно кажучи кажуть, що к ночі є бажання під'їсти. 
Привозимо футболки, білизну, засоби гігієни, тапки гумові, шкарпетки.

Дякую моїм рідненьким Helpgroup Сергей Зимин , Давид Джалагония за цілу палету молока, яку передали хлопцям і в дитяче відділення.

Сестричка Ліда Садига , подякуй будь ласка за пластівці та печево. 
Ми ще відвезли готові польські тефтелі в консервах і ще де які продукти, щоб було що перекусити.

Відвезли ковдри нові, як кажуть у Львові - коци. 

В головне ми відвезли купу тепла та турботи тим, хто цього зараз реально потребує. 

Дякую вам, Друзі. Без вашої допомоги ми б то не подужали. 

Попереду в нас величезна робота в плані відновлення та реабілітації наших людей. І я знаю, що не буду стояти осторонь. Тому ціную будь яку допомогу з цього боку від вас. 

Ми обов'язково переможемо 🇺🇦 РАЗОМ ❤️

P.S. По дітям напишу окремий звіт.)",-11.31578947368421,,2022-07-11 01:19:56.918529-04,,,12927095|587864082708107
11977439|3251672318449660,11977439,,"Стало відомо ім'я загиблого внаслідок вчорашнього ракетного обстрілу багатоповерхівки у Києві: Адвокат Олексій Нікітін загинув внаслідок ракетного удару, який 26 червня завдала Росія по будинках Шевченківського району Києва. Про...",Стало відомо ім'я загиблого внаслідок вчорашнього ракетного обстрілу багатоповерхівки у Києві - Правий берег,Facebook,1470603529889890_3251672318449660,https://www.facebook.com/1470603529889890/posts/3251672318449660,,link,2022-06-30 02:50:19-04,,,,pb-news.info,https://www.pb-news.info/stalo-vidomo-imya-zagyblogo-vnaslidok-vchorashnogo-raketnogo-obstrilu-bagatopoverhivky-u-kyyevi?utm_source=dlvr.it&utm_medium=facebook,2022-06-27 00:00:00-04,"Адвокат Олексій Нікітін загинув внаслідок ракетного удару, який 26 червня завдала Росія по будинках Шевченківського району Києва. Про це повідомляє Рада адвокатів ...",-2.6923076923076925,,2022-06-30 04:35:35.43578-04,2a37aca4ef0d9458ce498443bf1a3216340e51190a93a80a38d11f2fb48f5bda,,11977439|3251672318449660
19648377|118934390848678,19648377,,"Хлопчики, тримайтеся, на Bас тепер вся надія.♥️♥️🙏🙏","Ще вчора всі кричaли: ура, вже маємо ленд-ліз, а наспарвді, ми зараз мусимо сидіти в укриттях і терпіtи! Пoвірте, тут наспրавді дуже страաно,",Facebook,100639946011456_118934390848678,https://www.facebook.com/100639946011456/posts/118934390848678,,link,2022-07-10 17:47:01-04,,,,pravdanews.pp.ua,https://pravdanews.pp.ua/2022/07/09/%D1%89%D0%B5-%D0%B2%D1%87%D0%BE%D1%80%D0%B0-%D0%B2%D1%81%D1%96-%D0%BA%D1%80%D0%B8%D1%87a%D0%BB%D0%B8-%D1%83%D1%80%D0%B0-%D0%B2%D0%B6%D0%B5-%D0%BC%D0%B0,2022-07-09 00:00:00-04,"Ще вчора всі кричaли: ура, вже маємо ленд-ліз, а наспарвді, ми зараз мусимо сидіти в укриттях і терпіtи! Пoвірте, тут наспրавді дуже страաно, але найбільше я боюся, щօ вс...",-1.3771626297577855,,2022-07-11 02:41:02.762758-04,b4e08b92186ec24603d1107f92b2f684321b73ed7f0dff6ccb1f8b9cb3b2083a,,19648377|118934390848678
19639781|451856520279552,19639781,,"Господи! От гнева и злобливости Помогает только голос Твой! Не победы жду, а Божьей милости, Чтобы в душах вновь царил покой! Дети все твои грызутся, лаются! И с Тобой воюют, Ты прости! Думают, что счастье им достанется, Убивая встречных на пути... Заповеди топчут, ухмыляются. Оправданий есть у всех вагон. Злых добро убьёт, а кто останется? Так убийцы ж.... это Твой Закон. Я молюсь за всех детей отчаянно, Чтобы Ты их жизни сохранил. Мы же все Твои, Господь, создания. Нагрешили, вот и попустил На земле раздоры, эпидемии, Черноту прокисших душ людских. Господи, пошли же нам прозрение! И прости, прости детей своих! Нам сейчас от боли не оправиться... Ненависть хотя б останови! Разъедает, жжёт, и сердце плавится... Капельку добавь в сердца любви. Люди все по сути одинаковы, Счастья же хотят и тишины. Можно ли добиться мира драками И, воюя, не желать войны??? Столько лет, да что там лет, столетия Люди жаждут власти и побед. На пороге мировая третья, Мы сегодня есть, а завтра – нет! Нас делили на цвета и нации, На сорта, на ранги, языки... Там, где делят – страх от авиации, Видно, мир кому-то не с руки! Объяснить пути Твои не пробую, Просто доверяю и молюсь. По душе моей шагают в обуви, Но душа простит обиды пусть! Ведь любовь превыше справедливости?! И она покроет всё собой?! Не победы жду, а Божьей милости, Чтобы в душах вновь царил покой! © Ирина Самарина",,Facebook,100063656232255_451856520279552,https://www.facebook.com/100063656232255/posts/451856520279552,,photo,2022-07-10 17:46:51-04,,,,,https://www.facebook.com/photo.php?fbid=451856500279554&set=a.211552800976593&type=3,2022-07-08 00:00:00-04,,-1.7985611510791366,,2022-07-11 04:31:27.30476-04,9f714db648c42abcbe486a260a1ed8dbf9546cc16d00dc825a58a0ba4d9050bf,,19639781|451856520279552
7692889|4927240847399240,7692889,,,"Главные усилия оккупанты сосредоточили на взятии Северодонецка, - Генштаб ВСУ",Facebook,399356890187681_4927240847399240,https://www.facebook.com/399356890187681/posts/4927240847399240,,link,2022-05-28 04:00:00-04,,,,antikor.com.ua,https://antikor.com.ua/articles/548549-glavnye_usilija_okkupanty_sosredotochili_na_vzjatii_severodonetska_-_genshtab_vsu,2022-05-26 00:00:00-04,"На Донецком направлении главные усилия войск РФ сосредоточены на взятии под полный контроль Северодонецка, также оккупанты пытаются улучшить тактическое положен...",-18.5,,2022-05-29 01:05:47.352083-04,,,7692889|4927240847399240
4404611|5329978697049832,4404611,,"А ми й не знали, які ваші військові ""молодці"", добре, що сказали! 🤯",Вiдeo. “Вoнu зaхuщaють Рociю нa пoлi бoю!” - Пaтpiapх Кupuл вucлoвuвcя пpo “бpaвuх” pociйcькuх вiйcькoвuх - Пряма мова ПОСТ,Facebook,1917954864918916_5329978697049832,https://www.facebook.com/1917954864918916/posts/5329978697049832,,link,2022-06-23 04:44:35-04,,,,post.directspeech.net.ua,https://post.directspeech.net.ua/7764/19/2022/,2022-06-19 00:00:00-04,"Пaтpiapх Кupuл зaявuв, щo oкyпaнтu, якi вoюють в Укpaїнi “зaхuщaють Рociю нa пoлi бoю”. Вucтyпaючu y Пeнзi пicля ocвячeння Спacькoгo кaфeдpaльнoгo coбopy, пaтpiapх cкaзaв: “Нaшi мoлoдi хлoпцi зapaз зaхuщa....",-4.62962962962963,,2022-06-23 16:43:52.113487-04,8a3eb9704dbed9267e48aeb0e19b4de3c47f7da862fe1a8ef93357585054692a,,4404611|5329978697049832
7692889|4810983795691613,7692889,,,51 работник Чернобыльской АЭС вернулся домой — мэр Славутича,Facebook,399356890187681_4810983795691613,https://www.facebook.com/399356890187681/posts/4810983795691613,,link,2022-04-15 21:21:09-04,,,,antikor.com.ua,https://antikor.com.ua/articles/537498-51_rabotnik_chernobyljskoj_aes_vernulsja_domoj__mer_slavuticha,2022-04-13 00:00:00-04,"51 работник Чернобыльской АЭС вернулся домой — это специалисты, которые работали на площадке станции во время ее оккупации войсками россии.",-4.857142857142857,,2022-04-16 01:05:49.483957-04,,,7692889|4810983795691613
7692889|4740735906049736,7692889,,,На зависть Гитлеру,Facebook,399356890187681_4740735906049736,https://www.facebook.com/399356890187681/posts/4740735906049736,,link,2022-03-19 11:30:24-04,,,,antikor.com.ua,https://antikor.com.ua/articles/529130-na_zavistj_gitleru,2022-03-17 00:00:00-04,"Еще недавно сравнение Владимира Путина с Адольфом Гитлером выглядело некой фигурой речи, метафорой, преувеличением, попыткой оскорбить - и не более того.",-63,,2022-03-20 01:05:48.432327-04,,,7692889|4740735906049736
8462561|3421452041420534,8462561,,"Наследники звезд всегда в центре внимания. Все-таки поклонникам они интересны не меньше, чем сами знаменитости.",Далека от модели: новые фото дочери Бэкхемов удивили публику,Facebook,2005309689701450_3421452041420534,https://www.facebook.com/2005309689701450/posts/3421452041420534,,link,2022-06-25 02:13:54-04,,,,ofigeno.net,https://ofigeno.net/daleka-ot-modeli-novye-foto-docheri-bekxemov-udivili-publiku/,2022-06-22 00:00:00-04,"Наследники звезд всегда в центре внимания. Все-таки поклонникам они интересны не меньше, чем сами знаменитости. Супруги Бэкхемы — любимчики публики, и СМИ, к слову, ...",-6.333333333333333,,2022-06-25 04:47:47.437891-04,c52299f5b2e2cb33da8fadecdee4e92fdc335fb9c22c7eb96d4d1c78d2590180,,8462561|3421452041420534
13583583|5272136979543666,13583583,,"Минулого тижня у міських пологових будинках Одеси з’явилися на світ 128 маленьких українців, що на чотири дитини більше, ніж тижнем раніше. ❗Підписуйтесь на наш телеграм з оперативними новинами: https://t.me/odessa_life",Життя продовжується: скільки маленьких одеситів з'явилося на світ за тиждень,Facebook,111870902236992_5272136979543666,https://www.facebook.com/111870902236992/posts/5272136979543666,,link,2022-07-07 03:37:12-04,,,,odessa-life.od.ua,https://odessa-life.od.ua/uk/news-uk/zhittja-prodovzhuietsja-skilki-malenkih-odesitiv-z-javilosja-na-svit-za-tizhden,2022-07-04 00:00:00-04,"Минулого тижня у міських пологових будинках Одеси з'явилися на світ 128 маленьких українців, що на чотири дитини більше, ніж тижнем раніше.",-1.6896551724137931,,2022-07-07 04:06:55.637737-04,df33491138d7b910af736abd316036cb66e1e3a7a72d1e84592bd64c8a2df37a,,13583583|5272136979543666
80701|5369775679709418,80701,,"Секретар РНБО каже, що великий наступ російської армії на східному фронті ще не розпочався. «Це була їх спроба [випробувати] на міцність наші Збройні сили. Спроба була невдала. Коли почнеться так званий великий наступ — це питання часу», — зазначив Данілов #hromadske #новини #Україна #війна","Великий наступ росії на Донбасі ще не почався, ворог перевіряє сили ЗСУ — Данілов | Громадське телебачення",Facebook,594022430618124_5369775679709418,https://www.facebook.com/594022430618124/posts/5369775679709418,,link,2022-04-22 18:35:44-04,,,,hromadske.ua,https://hromadske.ua/posts/velikij-nastup-rosiyi-na-donbasi-she-ne-pochavsya-vorog-perevirye-sili-zsu-danilov,2022-04-20 00:00:00-04,"Секретар РНБО України Олексій Данілов каже, що великий наступ російської армії на східному фронті ще не розпочався. - Читайте на Громадському",1.556910569105691,,2022-04-23 01:04:58.238204-04,6fe52025e40ccc7c23ec6fec896a6a76144aa168a749e6badd46783c839d3ad7,,80701|5369775679709418
7908416|1205670360035590,7908416,,"""Підготуйтеся до нового бою в Європі"": командувач британської армії звернувся до своїх військ Більше тут: https://uanews.co.ua/news/pidgotuitesia-do-novogo-boiu-v-ievropi-komanduvach-britanskoyi-armiyi-zvernuvsia-do-svoyikh-viisk_10341/ © Все буде Україна","""Підготуйтеся до нового бою в Європі"": командувач британської армії звернувся до своїх військ",Facebook,489134478355852_1205670360035590,https://www.facebook.com/489134478355852/posts/1205670360035590,,link,2022-06-23 06:11:37-04,,,,uanews.co.ua,https://uanews.co.ua/news/pidgotuitesia-do-novogo-boiu-v-ievropi-komanduvach-britanskoyi-armiyi-zvernuvsia-do-svoyikh-viisk_10341/,2022-06-19 00:00:00-04,"Новий командувач британської армії Патрік Сандерс звернувся до своїх військ підготуватися ""знову до бою в Європі"", щоб перемогти ЗС РФ.",-6.545454545454546,,2022-06-23 17:57:41.587833-04,154ee47deb4c86f8726ebb6f0896fa7d43daab3835196af7cc770007de24a6d4,,7908416|1205670360035590
781418|5538138572863108,781418,,Його дружина злочини російських окупантів схвалює...,"Окупант похвалився, що вбив жінку в Україні у присутності її дітей. Аудіо",Facebook,145276418816044_5538138572863108,https://www.facebook.com/145276418816044/posts/5538138572863108,,link,2022-05-09 08:55:53-04,,,,news.obozrevatel.com,https://news.obozrevatel.com/ukr/vojna-v-ukraine/okupant-pohvalivsya-scho-vbiv-zhinku-v-ukraini-u-prisutnosti-ii-ditej-audio.htm,2022-05-07 00:00:00-04,"При цьому рашист дивується, що українці ''стають озлобленими''",-1.4676258992805755,,2022-05-10 01:05:46.968393-04,5ffcb9e02c9cbe514e43609811ad5565967b3fd46842824f6ab17f10f77a2942,,781418|5538138572863108
14202698|5338840449515156,14202698,,Коронавирус никуда не делся и вакцинация продолжается https://dnepr.info/news/bez-ocheredej-i-doza-v-odnom-flakone-kak-prohodit-vaktsinatsiya-busterom-ot-sovid-19-v-dnepre/,Без очередей и доза в одном флаконе: как проходит вакцинация бустером от Сovid-19 в Днепре,Facebook,206971059368813_5338840449515156,https://www.facebook.com/206971059368813/posts/5338840449515156,,link,2022-07-01 23:22:49-04,,,,dnepr.info,https://dnepr.info/news/bez-ocheredej-i-doza-v-odnom-flakone-kak-prohodit-vaktsinatsiya-busterom-ot-sovid-19-v-dnepre/,2022-06-29 00:00:00-04,Без очередей и доза в одном флаконе: как проходит вакцинация бустером от Сovid-19 в Днепре,-2.611111111111111,,2022-07-02 04:20:00.679959-04,4f1c362662b4ba3622e0e89d272fd4be8cc5683ae9501afaaf44896b17340dd1,,14202698|5338840449515156
7257339|1433242487139354,7257339,,Ха.вдар ө.вчний үүрийг мөнгөөр худалдаж авахаа одооноос больцгооё!!! - https://zasagt.com/news/17960,Ха.вдар ө.вчний үүрийг мөнгөөр худалдаж авахаа одооноос больцгооё!!! |,Facebook,526296067834005_1433242487139354,https://www.facebook.com/526296067834005/posts/1433242487139354,,link,2022-06-26 04:04:10-04,,,,zasagt.com,https://zasagt.com/news/17960,2022-06-24 00:00:00-04,"Тетрапак савлагаатай ундаа жүүснээс татгалзья.Дотор нь х.ор байхад хүүхдүүд минь уусаар байна.Ийм жүүс уух гэтэл тунадас хөвөөд байхаар нь бүгдийг асгаад,задлаад ....",-7.5,,2022-06-27 04:40:45.14324-04,93f4bc2049a45298b77488961301b3baac3351f251b6a5029baefb8dc186351e,,7257339|1433242487139354
7692889|4758645357592124,7692889,,,"""Большая семерка"" договорилась проводить ревизию санкций против России: заявление Шольца",Facebook,399356890187681_4758645357592124,https://www.facebook.com/399356890187681/posts/4758645357592124,,link,2022-03-26 20:12:47-04,,,,antikor.com.ua,https://antikor.com.ua/articles/531393-boljshaja_semerka_dogovorilasj_provoditj_reviziju_sanktsij_protiv_rossii_zajavlenie_sholjtsa,2022-03-24 00:00:00-04,"Страны Большой семерки договорились проводить ревизию санкций против России. То есть, при необходимости лидеры группы семи будут объявлять РФ дополнительные огра...",-2,,2022-03-27 01:05:44.866659-04,,,7692889|4758645357592124
8669073|5530217967011034,8669073,,"Скоропостижно скончался от обширного инфаркта певец Юрий Шатунов - солист культовый в конце 80-х и начале 90-х группы ""Ласковый май"". Подтвердил смерть Юрия его директор Аркадий Кудряшов. Известно, что скончался Шатунов в карете скорой помощи. В каком городе, не известно. В последние годы он жил в Германии, хотя часто приезжал с концертами в РФ. Напомним, накануне умер российский певец камерунского происхождения Пьер Нарцисс, известный песней ""Шоколадный заяц"". Ему было 45 лет. https://real-vin.com/umer-solist-laskovogo-maja-jurij-shatunov",Умер солист «Ласкового мая» Юрий Шатунов,Facebook,477470032285878_5530217967011034,https://www.facebook.com/477470032285878/posts/5530217967011034,,link,2022-06-26 00:45:41-04,,,,real-vin.com,https://real-vin.com/umer-solist-laskovogo-maja-jurij-shatunov,2022-06-23 00:00:00-04,"Скоропостижно скончался от обширного инфаркта певец Юрий Шатунов - солист культовый в конце 80-х и начале 90-х группы ""Ласковый май"". Подтвердил смерть",-2.2222222222222223,,2022-06-26 04:39:10.343091-04,ad9294ebe18dee48a9de70551ac3b823a92863e9109ffca49a113fcf50cf65cd,,8669073|5530217967011034
15826269|1063578430946384,15826269,,За фактом смертельної ДТП у Кривому Розі поліція відкрила кримінальне провадження,За фактом смертельної ДТП у Кривому Розі поліція відкрила кримінальне провадження,Facebook,239688326668736_1063578430946384,https://www.facebook.com/239688326668736/posts/1063578430946384,,link,2022-07-05 13:06:21-04,,,,opentv.media,https://opentv.media/ua/za-faktom-smertelnoyi-dtp-u-krivomu-rozi-politsiya-vidkrila-kriminalne-virobnitstvo,2022-07-03 00:00:00-04,"За фактом дорожньої аварії у Кривому Розі, в якій загинула жінка та ще п'ятеро людей отримали травми, відкрито кримінальне провадження.",-68,,2022-07-06 04:04:15.149697-04,48d4f1ff2348e2f5c5922ccd2f8dae60dd1742894b5bc0da796dd32bf14c61ff,,15826269|1063578430946384
4040083|1682363878810909,4040083,,Vesnik.com - Проверено.,"ОВА Е НАЈЛОШИОТ ДЕН ВО МОЈОТ ЖИВОТ! После разводот од Душко, ја спасувале од потопената кола ДИВАТА МОКРА ДО ГОЛА КОЖА",Facebook,545854135795228_1682363878810909,https://www.facebook.com/545854135795228/posts/1682363878810909,,link,2022-07-08 05:45:07-04,,,,vesnik.com,https://vesnik.com/node/263662,2022-07-06 00:00:00-04,Весник - Проверено.,-24,,2022-07-09 04:57:40.299216-04,26253efd0fb8d6fa40a4120206693db080af8b7ba14b76c34250bdd2a8119ba3,,4040083|1682363878810909
15800605|5104919972963591,15800605,,"Ну, і щоб два рази не вставати - у продовження постійної рубрики: #а_я_говорила )) Мої клієнти знають, що коли не згодні з висновком по моніторингу аудиторів, то головне - не пропустити строк оскарження до суду, а ота вся переписка в системі з аудиторами від лукавого)) Думаєте, просто так аудиторам не вписали в Закон строк для надання відповіді на запит за роз'ясненням висновку?) А строки по оприлюдненню замовником інфо про усунення порушень і підтвердження аудиторами усунення порушень накладали на строк оскарження висновку? Ну, і що виходить? Так точно! 5 + 5 = 10 р.дн. І строк оскарження висновку - 10 р.дн. Думаєте, просто так ці строки дорівнюють один одному?)) ""Кожен має право на помилку""... Правовий висновок Верховного Суду від 30.06.2022 у справі №320/11285/21: https://precedent.ua/105025246 ""... кінцевим строком оскарження висновку було 10.08.2021 ... позивач звернувся з позовом до суду засобами поштового зв`язку 10.09.2021, тобто з порушенням строку, встановленого ст. 8 Закону України ""Про публічні закупівлі""... ... суди визнали необґрунтованими доводи позивача стосовно того, що ним не було пропущено строк звернення до суду, оскільки він скористався досудовим порядком вирішення спору... ... Закон України «Про публічні закупівлі» встановлює скороченні строки: 3 роб. дн. дня звернення за роз`ясненнями, 5 роб. дн. для подання заперечень і 10 роб. дн. для звернення до суду. Всі ці строки відраховуються від дати оприлюднення висновку... ... досудовий порядок вирішення спору в розумінні вимог Закону України «Про публічні закупівлі» ❗не є обов`язковим у спірних правовідносинах... ... у вказаних позивачем підставах для поновлення строку звернення до суду не встановлено поважних причин його пропуску, а ❗використане позивачем право досудового порядку вирішення спору не впливає на імперативно встановлену вимогу ч. 10 ст. 8 Закону України «Про публічні закупівлі» протягом 10 роб. дн. з дня оприлюднення спірного висновку оскаржити його до суду"". #beprowithtap",Постанова КАС ВС від 30.06.2022 - № 320/11285/21,Facebook,1428369887285303_5104919972963591,https://www.facebook.com/1428369887285303/posts/5104919972963591,,link,2022-07-04 22:20:30-04,,,,precedent.ua,https://precedent.ua/105025246,2022-07-02 00:00:00-04,"Інформаційно - правова система “Прецедент”® 2.0 – це база Законодавства України, актуальних судових рішень та рішень Вищої Ради Правосуддя (з правовими висновками...",-2.111111111111111,,2022-07-05 03:49:04.488853-04,277f9a1be4bff5548dcf0ff243ae6f40cb7f379a2f4e667bd9fc225a8393f897,,15800605|5104919972963591
14361456|3311451309122014,14361456,,"ТОРТ С ГРЕЦКИМИ ОРЕХАМИ ⠀ Ингредиенты: Для начинки: 2,5 стакана - очищенных грецких орехов 125 гр - темного шоколада 1 стакан - коричневого сахара 1 стакан - сливок жирностью 35% 50 гр - сливочного масла 2 ст. л. - меда ⠀ Для основы: 1,5 стакана - муки 100 гр - сливочного масла щепотка соли ⠀ Приготовление: 1. Для основы муку просейте вместе с солью, добавьте нарезанное кубиками масло и порубите ножом до состояния хлебных крошек. Постепенно, продолжая вымешивать, добавьте 4 ст. л. ледяной воды. Если тесто будет сухим, можно добавить еще немного воды. Руками распластайте тесто в диск, заверните в пищевую пленку и положите в холодильник на 1 ч. 2. Затем раскатайте тесто на слегка присыпанной мукой поверхности в круг диаметром 35 см. Выложите в форму с невысокими бортиками диаметром 28 см так, чтобы были закрыты дно и бортики. Удалите излишки теста. Вилкой сделайте частые проколы и поставьте в холодильник на 30 мин. 3. Застелите тесто фольгой или пергаментом, всыпьте сухую фасоль и поставьте в разогретую до 200 °С духовку на 20 мин. Удалите фасоль и фольгу, а форму с тестом верните в духовку еще на 15 мин. Дайте полностью остыть. 4. Для начинки орехи обжарьте, постоянно помешивая, на сухой раскаленной сковороде 6 мин. Крупно порубите ножом. Шоколад натрите на терке. 5. В сотейнике с толстым дном разведите сахар в 1/4 стакана воды, поставьте на небольшой огонь и готовьте, пока сахар полностью не растворится. Увеличьте огонь и доведите смесь до кипения; готовьте, пока карамель не приобретет темно-янтарный цвет, примерно 6 мин. Снимите с огня и очень осторожно влейте сливки Верните сотейник на минимальный огонь и готовьте, помешивая, до однородности. 6. Добавьте масло и мед, готовьте, помешивая, 3 мин. Снимите с огня и сразу же всыпьте натертый шоколад, тщательно перемешайте. Добавьте орехи, еще раз перемешайте и выложите начинку на тесто. Разровняйте поверхность, дайте остыть до комнатной температуры, затем переставьте в холодильник минимум на 3 ч, а лучше на ночь.",,Facebook,2183096621957494_3311451309122014,https://www.facebook.com/2183096621957494/posts/3311451309122014,,photo,2022-06-27 03:57:13-04,,,,,https://www.facebook.com/vkusnayvipechka/photos/a.2183139421953214/3311451309122014/?type=3,2022-06-24 00:00:00-04,,2.0737704918032787,,2022-06-27 04:06:50.155339-04,0b01f8be5536603ebacad228b8e904c7fba65cad52bd4265129755f4a0e78573,,14361456|3311451309122014
10266335|766891024725073,10266335,,"100 процентів правда. Душа плаче, хочеться кричати на весь світ. Просто, в голові одне питання п'ятий місяць, за що ми розплачуємось ?","Немає сил посміхатися і робити вигляд, що ми тримаємось… Світе, почуй нас! Зроби щось!…",Facebook,106349850779197_766891024725073,https://www.facebook.com/106349850779197/posts/766891024725073,,link,2022-07-05 16:06:46-04,,,,ua.kraina.biz.ua,https://ua.kraina.biz.ua/editor3/109676/,2022-07-03 00:00:00-04,"Набридло посміхатися і робити вигляд, що ми тримаємось. Комусь здається, що українці живуть нормальним життям? Йдіть в сраку!!! Кожен із нас мертвий. Хтось всередині,...",-3.8181818181818183,,2022-07-06 03:53:18.115939-04,2cac373e05efa102118f15dad554e99b38b8df5918c9df9042bb26187ffb7f1e,,10266335|766891024725073
6104582|3154280841501655,6104582,,,This is a re-share of a post,Facebook,2056388077957609_3154280841501655,https://www.facebook.com/2056388077957609/posts/3154280841501655,,link,2022-07-04 10:00:47-04,,,,,https://www.facebook.com/105877512183448,2022-07-02 00:00:00-04,👍👍👍,5.473684210526316,,2022-07-05 03:30:44.839154-04,,,6104582|3154280841501655
18186150|168103505707666,18186150,,"⚡От вам і ""спорт вне политики""🤬👇🏻","Казахська фіналістка Вімблдону заплатить податки у росію, – ЗМІ",Facebook,104019812116036_168103505707666,https://www.facebook.com/104019812116036/posts/168103505707666,,link,2022-07-10 15:33:28-04,,,,sport24.ua,https://sport24.ua/uk/tennis/news/18879-kazahska-finalistka-vimbldonu-ribakina-zaplatit-podatki-u-rosiyu-zmi,2022-07-09 00:00:00-04,"Казахська тенісистка Олена Рибакіна, яка народилася в росії, може сплатити податки з призових на Вімблдоні в казну країни-агресора.",-11.5,,2022-07-11 02:29:18.979185-04,68837ba502eb07b70cd257234edeb64d7f146cee64633486139594395920f023,,18186150|168103505707666
15856616|576408043849493,15856616,,,,Facebook,100044409070219_576408043849493,https://www.facebook.com/100044409070219/posts/576408043849493,,photo,2022-07-09 01:04:17-04,,,,,https://www.facebook.com/ugcc.ua/photos/a.5233811150019795/5233809456686631/?type=3,2022-07-06 00:00:00-04,"Перемишль – 6 липня 2022

Напередодні урочистого відкриття Синоду Єпископів УГКЦ архиєреї помолилися Молебень до Святого Духа. Відтак відбулося складання синодальної присяги і перенесення Святого Євангелія до зали засідань.

Фото: Олександр Савранський",1.2994011976047903,,2022-07-09 04:00:10.638934-04,,,15856616|576408043849493
2381224|1952874391576839,2381224,,,Присутствовать в настоящем моменте,Facebook,492743634256596_1952874391576839,https://www.facebook.com/492743634256596/posts/1952874391576839,,link,2022-07-09 04:01:52-04,,,,econet.ru,http://dlvr.it/STV1mx,2022-07-07 00:00:00-04,"Мы оглядываемся на прожитые годы и с горечью осознаем, как мало мы сделали для себя. Не в плане комфорта, карьеры и прочих суетных вещей. Мы сами лишаем себя радости ....",-22,,2022-07-10 04:31:24.128988-04,,,2381224|1952874391576839
